Index,Target
866,12.230714924603204
1483,9.750070066826463
599,15.265667920290271
1702,11.902828249810941
670,11.78216667601868
2430,11.112233040674562
1590,9.752515266271487
949,9.365862138483124
4026,7.136971793329004
3668,10.70870117240809
351,12.223563369974931
175,7.563437168380892
807,14.41999616770567
393,7.679327975372257
2881,8.679578022408304
432,13.509095247808391
179,12.67034602019574
308,12.334402971416301
1979,13.168438613676374
2648,8.255563194537784
166,16.457358772709448
1419,7.513446515043011
1377,11.236007632928125
1688,10.95717854613476
1653,9.205175714309567
2283,7.685208387515021
4035,10.15364274280473
4059,7.884795558632688
1641,9.183789577223463
3728,10.501216238738907
4110,12.398344279045572
2792,11.171118838143101
1829,7.330954601569464
690,10.529836842728361
1578,8.951274268593261
990,9.559604461558237
3632,6.311786178215487
238,2.94584406493406
3186,7.764364284529404
907,7.366091995228026
1422,11.484794009913585
3148,15.701059582655958
3237,12.477789725523511
1117,9.225420680610679
3210,12.255081406680102
1421,11.112041263793232
3957,9.996958012850625
1338,8.151579467059143
734,14.215511192164614
149,4.252357585571457
3407,6.8846961787740675
270,20.432079188615116
1862,9.882570960904896
465,4.043155496165508
2005,6.466937799215982
3658,10.806388052312515
505,11.141458355978063
2344,13.395000244942645
1912,9.941538981272892
3315,7.482079808179227
865,12.67870879087791
1736,12.718674687182997
1926,10.163296235954792
3409,8.089705437307446
2111,7.824700568731098
1730,10.300123802958087
1057,4.771648864686989
1432,7.1460716713064345
1467,9.101683660957281
96,12.361463059544821
1721,10.71220755714513
196,9.90500567185635
2325,9.361173094901744
1769,7.736420793565704
3361,8.28503773240216
2615,11.021679782642751
314,15.697686817266876
2266,10.461875769425108
150,11.494979725028124
1114,9.507902854749533
3277,11.329037651033227
3282,11.952698172688336
4139,11.327587726551453
1094,9.072207076912393
1235,6.8737395439088536
70,12.815049781092752
3811,9.525150108162892
534,9.266898500261565
33,11.35969329617829
3393,13.197204491675912
800,11.167024334746433
596,11.427001376938469
1509,11.394937757959278
4148,9.534250011318981
1962,11.902452656501383
2760,10.35577666798166
2509,7.27217124932369
2328,10.595605542900604
2519,9.662733177197845
1222,6.418177144635721
2178,13.561102879979476
2303,10.195716184884192
888,10.951756193970924
4052,13.55771338131192
3727,10.05951442407104
109,9.464193157740159
1392,11.37018845524432
4157,8.742740924638072
1170,9.214227137186388
1728,10.731371427487542
3396,14.590030210388756
4036,8.777400080061444
551,11.888061915069914
3655,9.722470156707251
3335,9.535690871406826
2456,5.336904557018937
8,9.508913263138824
2377,9.551213249333381
862,12.762812220951165
3917,12.118770920705376
188,10.146541613620162
1337,10.920863995710082
2835,9.658561827453488
527,11.267153261309746
205,10.05366559031699
744,13.554345214443764
3572,10.24040325101832
1034,8.447828551503274
1885,10.644285510434585
3061,14.404359985944158
1313,9.754016798300366
1281,8.433173198264257
3984,10.221773825497086
3142,4.82264210085795
3379,6.0015409549654795
3033,8.648186741072722
1029,10.011634672343122
3467,12.192958947796559
538,6.1136442614487105
3691,12.493001015716905
3023,9.521560877977873
298,9.903233181261156
3657,9.301726661550484
3027,9.740345458884642
1176,11.027150180851555
1747,12.900652629168288
1309,11.30325576995973
2484,13.162579329768072
471,9.228631447777763
2441,11.987473994011976
17,9.091790353273591
1786,10.978502985947284
366,9.458152864701658
408,10.586513521887314
2985,8.588410956240129
2910,10.585857612303771
598,14.053940123456922
568,6.191471899854284
2297,8.489688713556463
3161,6.091890360358941
1149,10.706566784494969
69,6.366204569296714
4051,10.64010237906685
2475,14.275763905231031
3109,7.852439952665994
1393,11.256674672987474
2345,14.675442031660499
2354,10.387670619754594
1018,10.947859940707477
1626,9.79877230623369
2758,11.094259808113284
