Index,Target
866,11.939942874119344
1483,9.187299610520197
599,14.438546746554094
1702,10.908352139088983
670,11.613499743720332
2430,10.52425918611832
1590,8.933432667006194
949,8.758204640259976
4026,6.889164288326051
3668,10.622204699712054
351,11.77094071206571
175,8.502389391310444
807,12.89374060824796
393,7.392745740370742
2881,8.129111895715221
432,13.3509847529921
179,12.00829401218836
308,10.32585268897769
1979,14.008178134773722
2648,7.971474964019469
166,15.316847563255454
1419,10.501398317154122
1377,10.527340796458445
1688,10.457502502227737
1653,9.166380618564439
2283,7.926514652014651
4035,9.989515453586662
4059,7.657834318459318
1641,9.077579348798773
3728,11.77915594944272
4110,11.473643190143193
2792,10.316660103785102
1829,7.051666128805835
690,11.658935525259055
1578,8.81497026992615
990,9.268383600060071
3632,6.047601648351648
238,2.7223747069923534
3186,8.42353121809391
907,6.409709912636384
1422,11.144076318676166
3148,16.239593832294297
3237,11.871778559675617
1117,8.877801644949477
3210,11.982493347124148
1421,11.393479533237665
3957,10.372148291766713
1338,8.865129988475578
734,13.022302592015828
149,4.453105971299083
3407,6.191227827727825
270,17.315524282125935
1862,9.572907703407703
465,4.051178762585884
2005,6.365318840559166
3658,11.190146957617547
505,10.333422260745785
2344,13.127101190175493
1912,9.78949352599585
3315,8.835641152878768
865,11.069215090465093
1736,14.169167637917637
1926,10.216040483209598
3409,6.890864437033554
2111,8.474038359516298
1730,10.682244588744588
1057,4.391962730595857
1432,6.626943852715909
1467,8.418720655161831
96,11.600584132972285
1721,11.129560455883986
196,11.590364195745776
2325,9.668043652683743
1769,8.333034481041834
3361,9.223994073736721
2615,11.128892533120474
314,15.01548620621724
2266,10.742508846545615
150,11.58751772002507
1114,9.034144562223124
3277,12.915268169738765
3282,12.291853975273092
4139,10.890563283938285
1094,8.445754592758462
1235,6.81140852040117
70,12.193307054057048
3811,9.219829302233713
534,9.586522046537912
33,11.155814984035574
3393,13.235769225313733
800,11.589259149655552
596,10.852783416016393
1509,10.588657355114785
4148,12.122329351204357
1962,10.917660205807262
2760,9.691738705738707
2509,6.917166790381962
2328,10.401873513655246
2519,12.366482850482846
1222,6.486489724327958
2178,13.284091451032628
2303,11.146104952967569
888,11.491818663405736
4052,11.477337794558387
3727,9.142572132932427
109,10.605818084693082
1392,10.738074761023288
4157,9.421411376635062
1170,9.963306736392264
1728,10.518111876771316
3396,11.127496989121996
4036,8.570989652504359
551,12.395339825207472
3655,9.436695783232935
3335,10.547392962129031
2456,4.902115905035798
8,9.12908065545565
2377,11.363506834668597
862,10.715976966875576
3917,12.780983033864997
188,9.93033068320568
1337,10.416001776001778
2835,10.027409539806602
527,11.424708986704731
205,11.451115499137943
744,13.436121482275892
3572,10.438043632837749
1034,10.10311886724387
1885,11.140431856155546
3061,15.198652590057003
1313,9.357970347505951
1281,7.925118623206857
3984,10.102090962142432
3142,4.581013013646141
3379,5.650645727638374
3033,8.388949630434926
1029,9.939975356557788
3467,11.698177907060261
538,5.9219061632811645
3691,11.57973127659235
3023,8.820599298749064
298,9.74982799553388
3657,9.257840714840713
3027,11.38141827668376
1176,11.005993478743475
1747,13.187062140387994
1309,11.011300772241178
2484,12.78007282994783
471,9.136363248679427
2441,12.429166123270024
17,8.75527236583506
1786,10.897443056943057
366,10.066833617363029
408,10.052681619979607
2985,9.339032324701442
2910,9.960588593166376
598,13.922996019417463
568,5.492025071935287
2297,9.001411263014594
3161,6.430150592871179
1149,10.424238558826794
69,6.270654815772463
4051,10.16856431915178
2475,12.253253856437675
3109,7.520634179545944
1393,12.703373120343706
2345,14.533473991651617
2354,9.850602541507342
1018,10.556604385122965
1626,9.59885095949802
2758,11.107020551521513
4176,11.347523638770934
3049,11.859542832167831
2258,8.550921783282078
1258,6.952500203013362
3450,9.653246321961491
1292,8.506807316866139
2093,11.49728937728938
1003,9.457555664493743
1350,9.38595018298695
733,12.547401433061268
3254,9.495880819344057
2045,6.616818222712958
969,8.992902219082948
2636,6.683044006432165
14,10.475683323341602
2063,8.440220812684048
1945,10.34693574647859
1891,9.978418099358501
1213,5.617939779175073
2749,8.772056398666692
978,10.106671912882438
371,12.558285755910752
755,11.120987502693382
3684,10.221116845572725
2399,11.283308907595675
3129,11.692182068404593
1961,13.371731531540355
3229,13.581607711432008
2603,11.010912781662787
2889,8.352491424124548
746,12.080853197155445
798,13.087044457992988
3948,12.417472485031306
457,7.989201590076589
594,11.57674918137418
2936,10.57227311087605
1001,9.639685530156116
3755,8.563316663900254
4084,10.034949730824733
2195,6.326054127245302
2130,10.590681152181153
2803,12.130864397857046
3969,6.963486915131653
3988,10.246937808063969
3220,12.31365588646819
3595,11.088071595071591
3479,6.567993487893257
1780,10.298446533858296
3889,15.120122802850746
3057,11.136457674678262
2494,10.402542903991435
184,12.81178537037438
1983,12.04216458541458
2144,9.240907838893136
1550,6.7486310560354665
3644,8.099370086612735
2540,12.44435744157803
3422,9.941890649769904
330,12.992182934712346
463,4.801551609037677
1041,12.31222062088239
2943,10.7287051892466
794,14.547385307502957
211,8.672051664752516
2092,11.025965239825535
3349,9.444733586674763
132,7.409381048217346
2548,5.527698319654201
2781,9.732785735892932
2992,9.784114272165741
3076,15.549963676846026
3045,9.314670812847284
2292,7.971646147282371
2279,9.90095539264657
2514,8.797028682918391
1598,11.234389796778732
1835,7.792621150048783
937,8.980495432199378
1088,7.459390739978977
2507,7.936421913054264
1185,10.610083749583751
2913,10.868189205437929
2726,6.888851072130484
410,10.901738487003197
2250,12.569986300679025
1717,9.864311667907259
893,4.718121653372428
1042,14.098159493026753
2314,10.834770659895657
2202,13.844688833225598
2402,10.268678452266688
3021,9.125575059744182
3659,8.857636730916143
3028,8.730807080561341
296,5.865856505422682
134,5.54775475156938
2460,13.269466024171908
4008,10.14174567099567
3635,7.2795030019000615
2029,9.545280706221881
2591,8.98235370692259
3533,7.554571768101178
3501,10.440518932864522
838,9.717922966868013
32,10.946948155344826
1703,11.237566422268824
3305,14.95430585182791
1720,10.633047499885736
3085,5.032638784933678
785,15.459761405261403
2330,8.333287069956187
2355,10.658572349863757
2659,8.63387202748232
650,5.573783550599731
3773,11.68242203608225
1921,10.573249354403766
